회사명,공고명,"채용 형태(경력, 신입)",직장 위치,키워드,마감 기한,공고 링크
㈜피엠그로우,EV(전기차) 배터리 관련 AI 개발자 채용,신입·경력,서울 서초구 외,"Python, AI, 자동차부품, 빅데이터, 데이터레이크, ETL, 클라이언트, SI개발, 인공지능",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43180955?Oem_Code=C1&logpath=1&stext=&listno=323
㈜사이냅소프트,2023년 신입/경력 각 부문 채용,신입·경력,서울 강서구 외,"모바일앱개발, C++, 솔루션영업, 시장조사, WAS, JavaScript, 모바일앱개발, 솔루션, 딥러닝, 인공지능, 기술영업, 웹사이트구축영업, 콘텐츠기획, 브랜드기획, 시스템엔지니어, jsp, 기술지원, Java, PyTorch, 소프트웨어개발",~11/25(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43180363?Oem_Code=C1&logpath=1&stext=&listno=324
㈜마크로젠,㈜마크로젠 각 부문 신입/경력 직원 채용,신입·경력,서울 금천구 외,"바이오, 제약, PM, PO, 입출금관리, 자금관리, SI개발, 국내영업, 의료기기영업, 제약영업, 영어, 거래처관리, 고객관리, 매출관리, 영업전략, 생명공학, 미생물, 연구·실험·기술, 생명공학, 미생물",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43177374?Oem_Code=C1&logpath=1&stext=&listno=325
한국생활건강,2023년 하반기 각 부문 신입/경력사원 모집,신입·경력,서울 성동구 외,"법무사, 변호사, 웹디자인, 패키지디자인, 포장, AMD, QC, 퍼포먼스마케터, 홈쇼핑, 쇼핑몰, 건강식품, 사업기획, 신사업기획, 행정, 비품관리, 자산관리, 소송·민사·등기, 인사기획, 인사행정, 면접·채용",~11/26(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43176244?Oem_Code=C1&logpath=1&stext=&listno=326
신성통상㈜,신성통상(주) 내부 ERP 개발/운영/유지보수 담당자 채용,신입·경력4년↑,서울 강동구,"남성의류, 서버구축, 시스템운영, 시스템운영, 시스템분석, 네트워크관리, 여성의류, 재단·수선·미싱, 서버구축, 유아의류, 서버관리, 네트워크관리, 직물·우븐·데님",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43176089?Oem_Code=C1&logpath=1&stext=&listno=327
㈜컴투스,[컴투스][제노니아:크로노브레이크] 레벨 디자인 기획 (경력),신입·경력,서울 금천구,"레벨 디자인 기획, MMORPG",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43175483?Oem_Code=C1&logpath=1&stext=&listno=328
㈜컴투스,[컴투스][제노니아:크로노브레이크] 밸런스/라이브 기획 (경력),신입·경력,서울 금천구,"데이터관리, 콘텐츠기획, 게임기획, MMORPG, 서비스기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43175154?Oem_Code=C1&logpath=1&stext=&listno=329
㈜필옵틱스,[DI기술팀] 장비 제어 SW 개발 및 디버깅 (C# 기반) 경력 채용,신입·경력,경기 오산시 외,"생산기술, 반도체장비, 반도체, 자동제어, 자동화라인, 제어·설계, 디스플레이, 디스플레이, 자동화라인, 시스템설계",~11/24(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43173152?Oem_Code=C1&logpath=1&stext=&listno=330
㈜유비앤티스랩,통합인증 보안솔루션부문 신입 자바개발자 채용,신입·경력3년↑,서울 구로구,솔루션,~11/24(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43172442?Oem_Code=C1&logpath=1&stext=&listno=331
KCC정보통신,[KCC정보통신] SI영업 신입 및 경력사원 모집,신입·경력,서울 용산구,"솔루션, SI, SM, 서버구축, 시스템분석, 시스템운영, 서버관리, SI개발, 기술지원, 시스템영업, 영업기획, 데이터분석",~11/23(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43165802?Oem_Code=C1&logpath=1&stext=&listno=332
㈜이씨마이너,빅데이터/AI 솔루션 개발자 - 신입/경력 모집,신입·경력,서울 강남구,"빅데이터, 인공지능, 소프트웨어개발, 솔루션",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43163470?Oem_Code=C1&logpath=1&stext=&listno=333
㈜디지캡,㈜디지캡 [Android/iOS 경력 개발자] 모집,신입·경력,서울 강서구,"안드로이드, 모바일, Android, 모바일App, IOS",~11/23(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43162988?Oem_Code=C1&logpath=1&stext=&listno=334
더이앤엠,2023년 하반기 각 부문 신입/경력 채용,신입·경력,서울 서초구 외,"보안솔루션, 서비스관리, 인터넷 방송, 정보보호, 클라우드, 프론트엔드, 플랫폼, AWS, AOS, IOS, ISMS, 인터넷방송, 엔터테인먼트사, 모바일앱개발, 소프트웨어개발, 인터넷방송, 모바일, 모바일App, 스마트폰, 아이폰",~11/24(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43159303?Oem_Code=C1&logpath=1&stext=&listno=335
에임시스템㈜,[에임시스템(주)] 경력/신입 개발자 채용,신입·경력3년↑,경기 성남시,"SI개발, 소프트웨어개발",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43158713?Oem_Code=C1&logpath=1&stext=&listno=336
에임시스템㈜,[에임시스템(주)] MES 개발자 인재채용,신입·경력2년↑,경기 성남시,"MES, SI개발, 소프트웨어개발",~11/23(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43158666?Oem_Code=C1&logpath=1&stext=&listno=337
㈜소니인터랙티브엔터테인먼트코리아,IT Engineer (신입/경력) 모집,신입·경력1년↑,서울 강남구,"상사, 서버관리, 네트워크관리, 무역업",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43158574?Oem_Code=C1&logpath=1&stext=&listno=338
펜타시큐리티㈜,[펜타시큐리티] IT 보안제품 기획 담당자 모집,신입·경력1년↑,서울 영등포구,"보안소프트웨어, 서버관리, 네트워크관리, 네트워크관리, 방화벽, 정보보안",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43154746?Oem_Code=C1&logpath=1&stext=&listno=339
㈜팬코,각 부문별 신입 및 경력사원 채용,신입·경력,서울 성동구 외,"상품입출고, 임원비서, 전산입력, ERP운용, 복리후생, 행정, 섬유공장, 생산관리, 의류판매, 품질보증, C#, 행정, 문서관리, 물류센터, 해외마케팅, 브랜드기획, 영업생산, 네트워크관리, 시스템운영, 시스템운영",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43150327?Oem_Code=C1&logpath=1&stext=&listno=340
㈜바이와이제이,"[NAIN나인/로라로라/바스타일] 상품기획,디자인실, 우븐, 소재, 의류 테크니컬, MD, 해외사업, 마케팅, 이커머스, 니트, PHP 개발자 (신입/경력) 모집",신입·경력,서울 강남구,"GUI, 웹표준·웹접근성, 잡화디자인, SNS마케팅, 영업기획, 검증, 물류센터, 해외마케팅, 자금관리, 섬유디자인, 수출입계약, 프로모션, 서버관리, UI·UX디자인, 가맹점관리, 대리점관리, 리테일MD, php, 고객지원, 바이어개발",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43142917?Oem_Code=C1&logpath=1&stext=&listno=341
산일전기㈜,"사업 확장에 따른 각 부문 경력 및 신입사원 모집 (경영지원/IT/재경/자금/전략기획/IPO,홍보,IR,공시/품질검사/수입검사/품질감사/구매관리/자재관리/ERP/공무/전기설계/생산)",신입·경력,경기 안산시 외,"경영기획, 사업기획, 재무기획, 데이터분석, 신사업기획, 전략기획, 시장분석, 시장조사, 데이터분석, 전략기획, 경영기획, 문서작성, 통계·분석, 자료조사, 문서관리, 문서작성, 전산입력, 자료조사, 행정, 더존",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43147515?Oem_Code=C1&logpath=1&stext=&listno=342
㈜픽소니어,응용SW 개발(C#)-서울,신입·경력,서울 금천구,"GUI, SI개발, 서버관리, 인터페이스, 클라이언트, 소프트웨어개발",~11/22(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43148551?Oem_Code=C1&logpath=1&stext=&listno=343
㈜해커스어학원,[신입/경력] PHP 프로그래머/웹퍼블리셔 채용,신입·경력,서울 서초구,"모바일앱개발, MariaDB, 웹표준·웹접근성, 안드로이드, 인터페이스, Backend 개발, hybrid app, GUI, MySQL, SI개발, 아이폰, Full Stack 개발, 시스템분석, SI, 서버관리, JSON Parse, php, AWS, SQLite, 모바일App",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43143438?Oem_Code=C1&logpath=1&stext=&listno=344
드림아이씨티㈜,"[대전/광주근무]시스템, 클라우드, 네트워크, 보안 유지 보수 신입/경력자 채용",신입·경력3년↑,대전 유성구 외,"스토리지, 서버구축, 시스템운영, 시스템운영, 하드웨어, 방화벽, Unix, 네트워크관리, 보안장비, 네트워크관리, 정보보안, 서버구축, 컴퓨터, 서버관리, Storage, VMware, 네트워크관리, 기술지원, 유지보수, Cloud",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43123128?Oem_Code=C1&logpath=1&stext=&listno=345
㈜한샘디지텍,[신입/경력] 각 부문 (규격검토/조리장/영업주문관리/품질관리부/시설관리부) 정규직 모집,신입·경력,인천 서구 외,"전기, 전자, PCB, 문서관리, 문서작성, 전산입력, 사이트관리, 행정, 문서관리, 문서작성, 자산관리, 전산입력, 사이트관리, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 검증, 시스템분석, 시스템설계",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43113585?Oem_Code=C1&logpath=1&stext=&listno=346
옵티시스㈜,옵티시스㈜ 각 분야별 신입 및 경력사원 모집,신입·경력3년↑,경기 성남시 외,"결산, 관리회계, 메카트로닉스, 부가세신고, 상품입출고, 전산입력, 창고관리, ERP운용, 거래처관리, 기구설계, 재무회계, 조립, 회로설계, 캐드원, 검증, 더존, 부가세신고, 임베디드, 품질보증, 계산서발행",~11/22(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43105587?Oem_Code=C1&logpath=1&stext=&listno=347
㈜우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,서울 송파구,"UI·UX디자인, 모바일App, 사업기획, 전략기획, 서비스기획, 제안·컨설팅, 앱기획, 데이터분석, 전략기획, PM, PL, PO, 행정, 인사행정, 면접·채용, 브랜딩, IMC, 리테일MD, 식품MD, 서버관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/34208668?Oem_Code=C1&logpath=1&stext=&listno=348
주식회사 씨티티디,"프로모션 디자이너, 웹 퍼블리셔, 운영기획자 채용",신입·경력,서울 강남구 외,"웹에이전시, 서비스기획, 스토리보드, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, PM, PL, PO, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성, 디지털디자인, 옥외광고, 전단지디자인, 정보디자인, 현수막디자인",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43116941?Oem_Code=C1&logpath=1&stext=&listno=349
비에이치아이㈜,비에이치아이(주) 신입 및 경력직 모집,신입·경력,경남 함안군 외,"거래처관리, 시스템운영, 가맹점관리, 대리점관리, 시스템분석, 거래선개발관리, 시스템설계, 플랜트, 고객관리, 생산기술",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43107862?Oem_Code=C1&logpath=1&stext=&listno=350
엘에스웨어㈜,Software 엔지니어 보안관제 채용,신입·경력,서울 금천구 외,"보안관제, 보안소프트웨어, 정보보안",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43124317?Oem_Code=C1&logpath=1&stext=&listno=351
유엔젤㈜,사내 서버 & 전산 관리자 채용,신입·경력1년↑,경기 성남시,"시스템운영, 텔레콤, 네트워크관리, 통신",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43113155?Oem_Code=C1&logpath=1&stext=&listno=352
㈜엠디에스인텔리전스,[MDS인텔리전스] 소프트웨어 테스트 엔지니어 채용,신입·경력,경기 성남시,"테스터, 검증, 소프트웨어개발, 솔루션",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43108232?Oem_Code=C1&logpath=1&stext=&listno=353
지니언스(주),지니언스 개발자 모집,신입·경력,경기 안양시 외,"데이터관리, poc, 웹표준·웹접근성, XDR, GENIAN, IAMBDA, APT, 네트워크보안, angular, ElasticSearch, kafka, ISTQB, 정보통신·IT, AWS, ES6, vue.js, GPI, Go, web, EDR",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43108175?Oem_Code=C1&logpath=1&stext=&listno=354
하이버스㈜,하이버스(주) 응용기술팀-장비기술개발엔지니어(SW/HW),신입·경력4년↑,서울 구로구,"전자, 전자회로, Hardware, HMI",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43105279?Oem_Code=C1&logpath=1&stext=&listno=355
주식회사 위메이드,게임운영(GM) 담당자,신입·경력,경기 성남시,"사이트관리, 모바일앱게임, GM, RPG, 커뮤니티 매니저, 웹게임, MMORPG, 무선게임, 3D온라인게임",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43104180?Oem_Code=C1&logpath=1&stext=&listno=356
㈜웹젠,[웹젠] 경영관리(신입/경력),신입·경력3년↑,경기 성남시,"게임소프트웨어, 관리회계, 경영관리, 게임마케팅, 게임디자인, 손익관리, 게임기획, MMORPG, 게임개발, 경영기획, 출자관리",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43103453?Oem_Code=C1&logpath=1&stext=&listno=357
이트론㈜,[이트론(주)] 가상화 기술지원 신입/경력 (VDI 엔지니어),신입·경력1년↑,서울 강남구,"솔루션, PL, PM, 서버구축, 네트워크관리, PO, 서버관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43094767?Oem_Code=C1&logpath=1&stext=&listno=358
㈜티비스톰,TVSTORM 기술연구소 개발자 채용 (신입/경력/병역특례),신입·경력,서울 서초구,"안드로이드, 펌웨어, 인터페이스, 검증, 시스템설계, 회로설계, 시스템분석, 시스템운영, 정보보안, 클라이언트, 시스템분석, 시스템설계, 펌웨어, 모바일, 아키텍처, 시스템설계, PDA",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43093764?Oem_Code=C1&logpath=1&stext=&listno=359
㈜포인트모바일,S/W개발부 신입/경력 채용,신입·경력,서울 금천구 외,,~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43090739?Oem_Code=C1&logpath=1&stext=&listno=360
진인프라,진인프라 정규직 채용,신입·경력,경기 성남시 외,"서버, 솔루션영업, 네트웍구축, 시스템운영, 소방공사, 네트워크관리, 소방기술자, SI, 서버구축, 네트워크영업, VPN, 소방산업기사, 필드, 시스코, X86서버, 기술지원",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43088020?Oem_Code=C1&logpath=1&stext=&listno=361
㈜웹젠,[웹젠] 개발PM(신입),신입,경기 성남시,"게임소프트웨어, 게임마케팅, 프로젝트, 게임디자인, 개발일정, 게임기획, 게임개발PM, MMORPG, 게임개발, 개발PM, 게임PM, 게임서비스, 프로젝트 관리",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077965?Oem_Code=C1&logpath=1&stext=&listno=362
㈜웹젠,[웹젠레드코어/R2M] UI디자이너(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 게임마케팅, UI·UX기획, ui디자이너, 게임디자인, UX디자인, UI·UX디자인, UI디자인, Unreal Engine, 게임기획, MMORPG, 게임개발, UI, 게임UI",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077924?Oem_Code=C1&logpath=1&stext=&listno=363
㈜웹젠,[웹젠넥스트/신규 Project N] 애니메이션(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 3DSmax, 게임마케팅, 수집형RPG, 애니메이션, 게임디자인, 서브컬쳐, Unreal Engine, 게임기획, 모델링, UE, MMORPG, 게임개발",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077898?Oem_Code=C1&logpath=1&stext=&listno=364
㈜웹젠,[웹젠레드코어/R2M] 애니메이션(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 게임마케팅, 모션그래픽, 애니메이션, 게임디자인, 극실사, Unreal Engine, 유럽풍, 게임기획, MMORPG, 게임개발, 애니메이션, 중실사",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077871?Oem_Code=C1&logpath=1&stext=&listno=365
㈜웹젠,[웹젠넥스트/신규 Project N] 3D 캐릭터모델링(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 게임마케팅, ue4, ZBRUSH, 수집형RPG, 게임디자인, Marvelous Designer, Unreal Engine, 게임기획, 애니메이션, 모델링, MMORPG, 게임개발, 캐릭터모델링, Substance Painter",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077787?Oem_Code=C1&logpath=1&stext=&listno=366
㈜웹젠,[웹젠/MU Online] 클라이언트(신입),신입,경기 성남시,"게임소프트웨어, 컨텐츠개발, 게임마케팅, ue4, 시스템개발, 수집형RPG, 게임디자인, 프로그래밍, Unreal Engine, 클라이언트, 게임기획, 클라이언트프로그래밍, 게임기획, MMORPG, 게임개발",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077760?Oem_Code=C1&logpath=1&stext=&listno=367
㈜웹젠,[웹젠레드코어/R2M] 서버(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 컨텐츠개발, 게임마케팅, MMO, multithread, 게임디자인, Redis, 게임기획, MMORPG, 게임개발, 서버유지보수, IOCP",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077743?Oem_Code=C1&logpath=1&stext=&listno=368
㈜웹젠,[웹젠/MU Online] 서버(신입),신입,경기 성남시,"게임소프트웨어, 컨텐츠개발, 게임마케팅, 게임디자인, 게임기획, socket programming, 서버개발, MMORPG, 게임개발, 서버유지보수",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077737?Oem_Code=C1&logpath=1&stext=&listno=369
㈜웹젠,[웹젠넥스트/신규 Project N] 설정&시나리오기획(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 게임마케팅, 설정기획, 시나리오기획, ue4, 수집형RPG, 게임디자인, Unreal Engine, 캐릭터설정, 게임기획, UE, 게임기획, MMORPG, 게임개발, UE3",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077651?Oem_Code=C1&logpath=1&stext=&listno=370
㈜웹젠,[웹젠/신규 모바일(MMORPG)] 국내GM(신입/경력),신입·경력2년↑,경기 성남시,"게임소프트웨어, 모니터링, 사이트관리, 게임마케팅, 고객대응, GM, 수집형RPG, 게임디자인, RPG, 게임기획, 이벤트기획, 게임개발, 프로모션, voc",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077497?Oem_Code=C1&logpath=1&stext=&listno=371
㈜웹젠,[웹젠] 해외사업PM(신입/경력),신입·경력,경기 성남시,"게임소프트웨어, 중화권사업PM, 게임마케팅, 해외사업PM, 게임디자인, 사업기획, 게임기획, 중화권PM, MMORPG, 게임개발, 사업PM",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43077490?Oem_Code=C1&logpath=1&stext=&listno=372
㈜웹젠,[웹젠/신규 서브컬쳐 게임] 국내사업PM(신입/경력),신입·경력2년↑,경기 성남시,"게임소프트웨어, 게임마케팅, 게임사업PM, 게임디자인, 글로벌사업PM, 사업기획, 게임기획, MMORPG, 게임개발, 게임PM, 사업PM",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43076950?Oem_Code=C1&logpath=1&stext=&listno=373
㈜세종파마텍,2023년 세종파마텍 하반기 신입 및 경력 채용,신입·경력,인천 계양구 외,"기구설계, 무역, 생산, 영어, 원가, 전기제어, 조립, 해외영업, 대리점영업, 손익, 손익분석, 신용장, 연구개발, 전산보안, 전산, 전장설계, EPLAN, 제어CS, 자동화설비, 포장기계",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43073311?Oem_Code=C1&logpath=1&stext=&listno=374
㈜비지에프네트웍스,[BGF네트웍스] IT 신입 / 경력사원 상시 채용,신입·경력3년↑,서울 광진구,시스템운영,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43070083?Oem_Code=C1&logpath=1&stext=&listno=375
㈜티맥스소프트,[Tmaxsoft] 해외부문 SaaS 연구/개발,신입·경력1년↑,경기 성남시,"BigData, 솔루션, SI, ERP, 소프트웨어개발",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43067691?Oem_Code=C1&logpath=1&stext=&listno=376
㈜미래넷,[신입/경력/정규] 프로그램 개발/유지보수/ 직원 모집,신입·경력,충남 천안시,프로그램 유지보수,~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43063521?Oem_Code=C1&logpath=1&stext=&listno=377
㈜포이시스,"[본사/대구/부산] Java / Python 활용 / Android/ios/ 금융솔루션 개발자 및 디자이너 채용 공고(경력, 신입)",신입·경력,서울 금천구 외,"모바일앱개발, 소프트웨어개발, ISP, SM, 모바일디자인, UI·UX기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43053451?Oem_Code=C1&logpath=1&stext=&listno=378
㈜네오플,[네오플] 프로그래밍/기술지원 직군 분야별 모집,신입·경력,제주 제주시 외,"게임프로그래머, 게임회사, 네오플, 던전앤파이터, 언리얼, 언리얼엔진, 클라이언트, 클라이언트 프로그래밍, 2D온라인게임, 게임개발, 게임소프트웨어, 모바일앱게임, RPG, 클라이언트",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43052910?Oem_Code=C1&logpath=1&stext=&listno=379
㈜이테크시스템,시스템 엔지니어 모집 (경기 화성),신입·경력2년↑,경기 화성시,"서버구축, 네트워크관리, 기술지원",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43052584?Oem_Code=C1&logpath=1&stext=&listno=380
이노뎁㈜,엔지니어 업무 정규직 채용(충청도 - On Site 엔지니어),신입·경력,경기 안양시 외,"스토리지, 엔지니어, 서버, 소프트웨어개발, 솔루션, BI, BigData, 서버구축, 서버관리, 네트워크관리, 정보통신, CCTV",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43050447?Oem_Code=C1&logpath=1&stext=&listno=381
에프에스티,(주)에프에스티 기업부설연구소 연구개발/양산개발 모집,신입·경력,경기 오산시 외,"관리회계, 생산기술, 전기설계, 전산입력, 창고관리, 택배, 데이터관리, 4대보험, 급여관리, 기구설계, 펌웨어, 제어·설계, 데이터분석, A·S수리, 기술지원, 반도체장비, 생산관리, 전자, 검증, 문서관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43041890?Oem_Code=C1&logpath=1&stext=&listno=382
㈜이스트게임즈,시스템 엔지니어/정보 보안 엔지니어,신입·경력,서울 서초구 외,"서버구축, 시스템운영, 네트워크관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43041524?Oem_Code=C1&logpath=1&stext=&listno=383
㈜지넷시스템,[신입] 임베디드 리눅스 응용프로그래머 모집,신입,서울 금천구,"펌웨어, 인터페이스, 응용프로그램",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43040319?Oem_Code=C1&logpath=1&stext=&listno=384
㈜아이씨디,(주)아이씨디 정보시스템팀 플랫폼개발 인재 채용,신입,경기 안성시,"서버구축, 시스템운영, 모델링, 시스템분석, 시스템설계, 서버관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43037322?Oem_Code=C1&logpath=1&stext=&listno=385
㈜한드림넷,"(신입/경력) 네트워크 프로그래머, 보안 프로그래머 채용",신입·경력,경기 의왕시 외,"하드웨어, 네트워크관리, 펌웨어, 정보보안, 시스템설계, AS",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/42989568?Oem_Code=C1&logpath=1&stext=&listno=386
하이버스㈜,하이버스(주) 시스템개발팀 소프트웨어 개발자 모집,신입·경력3년↑,서울 구로구,"전자회로, 제품개발, 전자, Hardware, HMI",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43026640?Oem_Code=C1&logpath=1&stext=&listno=387
㈜네오펙트,[경력] 자동차 AUTOSAR 플랫폼 SW 개발,신입·경력,경기 성남시 외,자동차 SW,~12/05(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43020779?Oem_Code=C1&logpath=1&stext=&listno=388
소프트캠프㈜,Cloud 보안SW 개발자 신입/경력직 모집 (SECaaS연구소),신입·경력4년↑,경기 성남시,"정보보안, 보안소프트웨어",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43014181?Oem_Code=C1&logpath=1&stext=&listno=389
㈜인피니트헬스케어,[의료SW] 대구지사 시스템엔지니어 신입 모집,신입,대구 동구,"서버관리, 소프트웨어개발",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43014160?Oem_Code=C1&logpath=1&stext=&listno=390
㈜에이치에스티,"네트워크 엔지니어 신입,경력자 모집",신입·경력,서울 종로구,"하드웨어, 네트워크관리, 컴퓨터, 유지보수",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43010165?Oem_Code=C1&logpath=1&stext=&listno=391
㈜이랜텍,본사 연구개발팀 신입 및 경력사원 모집,신입·경력,경기 화성시,"전자, 전기",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43007202?Oem_Code=C1&logpath=1&stext=&listno=392
㈜에스엠코어,(주)에스엠코어 전장(설계) & 제어(PLC / PC) 채용의 건,신입·경력,경기 평택시 외,"자동창고, 물류자동화, PLC",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43003839?Oem_Code=C1&logpath=1&stext=&listno=393
㈜컴투스,[컴투스] 서머너즈워 차기 RPG 클라이언트 (신입/경력),신입·경력,서울 금천구,클라이언트,~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43002456?Oem_Code=C1&logpath=1&stext=&listno=394
㈜컴투스,[컴투스] [서머너즈워] 배경 모델러 (신입/경력),신입·경력,서울 금천구,"애니메이션, 모델링, 디지털디자인, MMORPG, 모션그래픽",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43002415?Oem_Code=C1&logpath=1&stext=&listno=395
㈜핸디소프트,[SW] QA / Test Engineer / 테스트 엔지니어 / 신입·경력 채용,신입·경력2년↑,경기 안양시,"테스터, 웹마스터, 검증",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42992067?Oem_Code=C1&logpath=1&stext=&listno=396
㈜핸디소프트,소프트웨어 엔지니어 모집(대전),신입·경력,대전 서구,데이터관리,~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42992039?Oem_Code=C1&logpath=1&stext=&listno=397
㈜정원엔시스,IT(인프라) 제안 인력(신입/경력) 모집,신입·경력,서울 강남구,"시스템운영, 전자상거래, 서버구축, 쇼핑몰, EC, 오픈마켓, 서버관리",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42990862?Oem_Code=C1&logpath=1&stext=&listno=398
㈜네오티스,전장연구소 소프트웨어 경력 사원 모집(근무지 서울),신입·경력3년↑,서울 동작구,"전자회로, 전장, Firmware, Micom, PCB, 펌웨어, 회로설계",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42988541?Oem_Code=C1&logpath=1&stext=&listno=399
대보정보통신㈜,정보통신시설물 유지관리 직원 채용(신입 또는 경력),신입·경력,경기 용인시 외,"정보통신시설물 유지관리, SI, 유지보수",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42988512?Oem_Code=C1&logpath=1&stext=&listno=400
